reviewid,reviewtext,sentiment
86619954,说实在，不建议去，会拍照哪里都有风景，但是这里……也可以拍拍照咯,0
86624106,这里值得一去，可以品尝各种美味的小吃，很好。特别是有湖北，武汉特色的精美食品，味道好，地方持色鲜明，这里是吃货的天堂。有机会一定还去。,1
86637654,很美的风景，适合休闲游，离东湖其他景区不远。,1
86671942,班上春游，从学校租的车一路过去，这是纪念张之洞的一个景区，主要景区有张公山寨、橘子洲、桃花岛、吴主寺、开心农场、严西湖。坐了船到橘子洲，中午自己做饭，不堪直视，下午在这里玩了下真人Cs，还打了桌球和乒乓球，不错的休闲景区。,0
87047069,水质不好，每次上体育课的时候都看到特别多的湖虫。,0
87052199,一年四季都美的落雁岛，在秋天更有意境，这么美的地方一定要去看看。,1
87053255,户部巷里面全都是各种小吃，比较推荐烤鸭脖和豆皮。很好吃。旁边是黄鹤楼和武汉长江大桥不远。人特别特别多，要看好自己的钱包！还有这里面的东西比较贵，除了小吃不建议买其他的东西。味道的话也没有特别好吃，反正我觉得比不上光谷的。我武汉的同学都不会来这里的。总之过来随便看看吃点小吃还不错，主要看看古建筑和感受那种气氛。随便逛逛还行。,1
87055824,大余湾的特色在于其古建民居，建议带上相机多拍些照片，随便一张照片都很有韵味。,1
87066228,古琴台，与黄鹤楼，晴川阁并称武汉三大名胜。景点在汉阳月湖旁，讲述的是俞伯牙钟子期，高山流水觅知音的故事，景点不大，慢慢玩一个小时足够了。从景点出来可以去龟山脚下汉阳造，晴川阁，再去龟山公园，龟山电视塔，再走长江大桥去黄鹤楼，户部巷，昙华林，武汉经典景点就差不多玩到了。,0
87119012,东湖海底世界，值得一游，开眼界了,1
87128484,大桥很长，地方很不错，晚上风景很美,1
87139173,一个很大的湖，风景还不错，可以坐船慢慢在湖面上逛，公园里面有吃饭的地方，还有KFC。,1
87139777,这里禅意满满，韵味十足。夜景十分撩人,1
87145902,壮观长江大桥，值得去。美景尽收眼底。还有很多人游泳与钓鱼。,1
87152836,这里值得一去，凭有效自份证件可以免费参观。外部造型优美，里边内容很丰富。不错。,1
87159151,风景很好有山有水还可以划船,1
87162572,可以在这里游船，也可以看樱花。,1
87168957,环境卫生状况一般，趣味性还是比较高的,0
87170426,是个不错的地方，有山有水，夏天去也不会太热,0
87180549,朱碑亭一定得去，那环境很好，登上亭心旷神怡,1
87186162,可以啊，环境不错，漂亮，大家可以去玩一玩,1
87189319,"龟山电视塔位于武汉的汉阳区，在龟山上面，在武汉呆了6年去过很多次龟山，但是却没有上过电视塔，绝对是中遗憾。这个有个小策略告诉大家，强烈推荐去龟山一次，最好上电视塔，一晚电视塔几乎就在武汉最佳的观景台，这里几乎最高，可以看到整个武汉，坐车可以到古琴台站下车，然后往回走一点就到了龟山上山处，门票15，学生证8块。早上赶早一点是不需要门票的。龟山不长，体力比较好的话一个多小时就逛完了，在龟山电视塔就算没有上去在那个位置观看长江大桥几乎那里是最佳的看桥地方，滚滚长江东逝去！【交通】：上龟山交通方式很多，可以乘坐503,797,701,703等到鹦鹉大道古琴台下车，然后往回走一段时间就可上山。或者从晴川阁直接上龟山，从古琴台附近下山，走反路。【吃】：说道吃，龟山上面没有过多关于吃的东西。下山之后可以到晴川阁附近吃。【玩】：龟山，晴川阁，楚风园，长江大桥都在那一块，附近玩的地方还顶多，全程走下来估计也得玩一天，另外长江的轮渡是十分又必须去做一回的。另外到晴川阁里面可以坐轮渡直接回到武昌户普巷。【建议】：龟山不是很大，大概花时间2个小时左右可以走完，但是下山之后交通不是很方便，最好从晴川阁轮渡到武昌。不需要消耗太多体力。此外:在龟山上电视塔上看武汉的全景比在欢乐谷坐上那个一柱擎天看整个武汉的景色要更美。绝对的。我们当时在古琴台下车之后找到了去龟山的路，上山之后看到好多人在那里玩，但不是很挤的那种。之后随便买了点东西吃，然后就去了电视塔了。当时电视塔在专修所以没进去，那门卫说以后会开放的。心想以后再来楼。再走一段时间就到了另一个门口了，下去之后就到了晴川阁。想要吃的地方我们果断轮渡去了武昌。然后去黄鹤楼下面吃了午饭。",1
87189888,东湖作为武汉最大的湖，他的美丽不能用太多言语来描述，建议去听涛景区，很多公交可以直达，东湖听涛景区免门票，里面可以划船以及游玩，另外对于自行车爱好者来说很悲剧因为现在不让自行车过去了。但是！！！作为有经验的人高速大家，大门口右边有一条路，可以拐进去！而且旅途有门卫他不会说的，那里的栏杆主要是收私家车钱的，对于自行车不会阻拦。另外东湖还可以去磨山景区。门票60。学生半价。公交路线也有很多。建议整断路骑自行车。因为东湖那是单行线！&#x0A;交通：武汉的东湖可以坐车701到终点站到景区门口下车即可。往左边走是走东湖的单行线。&#x0A;门票：听涛景区时免费的。磨山门票60&#x0A;建议：早些年我是骑单车的，后来东湖听涛景区里面不让进单车的，但是晚一点或者右边有小道是可以进去的。&#x0A;东湖很大，磨山也算东湖的另外一个景区可以在听涛景区里面坐船直达也可以騎自行车过去。但是可能有点长并且车比较多，要注意要小心点。另外到了磨山进去门票60学生证30感觉有点小贵。磨山旁边有小船可以度你们过去，一般是15左右一个人，但是又风险的吧，不过风险不大呢。坐小船说翻就翻如果不是学生就不建议做啦。&#x0A;东湖听涛景区里面很赞的，进去之后往左边走是正常路线，可以看到很多游人并且有娱乐项目。往右边走的话你会发现大惊喜。很多雕塑类建筑。还有人在那边钓鱼。推荐！&#x0A;关于吃：东湖里面没什么吃的，不过在磨山进去附近继续往前面走一段路就到了武大附近了，那附近吃的还是比较多。&#x0A;东湖风景区很大，如果想要骑车走完的话估计要花上一天的时间，最好是本地人周末可以考虑。如果是外地来的想来东湖玩的话建议去磨山看看，或者去东湖听涛景区转会就行了。,0
87190183,作为武汉大学隔壁学校的，这里的樱花对于自己再熟悉不过，对于外地来的告诉你几个小秘诀，一般樱花开的时候只有10多天，选择开花期间去看樱花别有风味，特别是3-4月份，另外强烈建议选择一个好的天气，近来樱花期间进去武大是需要收门票的，20元一位，本校的校友以及其他办正事的人员不需要，但是！收门票的人员基本都是武大的学生，所以人家也有上班时间的，只要你赶早一点八点之前是可以随便进去的，这样就不需要门票的。因为逛的多了，所以对里面很熟悉因此觉得不大，但是走起来还是有距离的，特别是樱花期间人多的时候，武大的正门进去从东湖的校门出来可以看到东湖，景色也超级赞。&#x0A;【交通】：知道街道口吧，外地来的朋友可以做地铁到街道口下车然后走一会就到武大正门口了。公交的话可以坐车到珞狮路北或者武大附近都可以。&#x0A;【建议】：武大里面的樱花近年来很火，但是里面的博物馆其实很是十分值得一去的地方。去武大还可以一直往上面走去武大食堂品味下。可以借用武大学生的学生卡帮忙刷一下。&#x0A;【吃】：武大外面以及周边很多小吃的，特别是正门附近网珞狮南路走那一段。&#x0A;【玩】：武大处于东湖的旁边，武大很多门，从正门进去之后可以从后面东湖的们出来，出来就是东湖了，可以一眼望过去看到对面的尽头。&#x0A;不过我还是建议武大里面骑自行车的，因为快嘛，虽然武大很美，但是全部走完的话没有大半天根本走不下来，如果来武汉玩的话花大半天在这里校园里面逛我是觉得不值得的，所以如果是当地的话可以骑自行车穿越。速度和激情挺有感觉的。&#x0A;我们当时一行好多人，骑车穿越武大，那叫一个爽。几个人越好从雄楚大道出发来到了珞狮路北，然后杀到武大的大门，进去之后直接上山，又到了武大后门去了东湖。转了一圈又回来了。之后去博物馆罗达了一会。那个时候樱花也有。然后一直在科教大楼附近坐着，看夕阳西下。&#x0A;【武大】&#x0A;门票：樱花季节20，八点以前进去免费，因为没人来摆点&#x0A;建议游玩时间：3-4个小时&#x0A;推荐指数：★★★★,0
87192067,明清时期，这里曾是湖北全省各县秀才下榻与此、苦心研读备考的地方，是清廷负责地方军事衙门的所在地，并有以戈甲命名的营盘。昙华林，作为武汉地区一个比较很有文艺气息的地方，这里看起来依旧古色古香，有很多小巷子，而且巷子里面都是看起来很年轻的文艺店子，不管是奶茶还是小玩具店。它都适合情侣或者一家人来玩。如果你有女票或者男票，一定要带人家来这里走走，不长但是这里人相对武汉的户铺巷少多了，也相对比较安静。关于交通，可以坐车或者地铁到螃蟹甲下车。当走完整昙华林的时候可以顺便去长江边上看看，黄鹤楼武昌江滩汉口江滩都在此处，汉口江滩需要轮渡。强烈推荐下!昙华林适合带女票哦！,0
87205094,来武汉的话汉街应该是必去的吧汉秀就在汉街对面个人觉得值得去看就是舞台剧水上杂技等等的结合体自己城市要是没有来武汉可以看看就是肯爹的啥都不能带进去每次进去各种安检,0
87228605,我是根据携程了解到的昙华林，去那游玩了一次，我个人觉得现在这样具有文化气息的地方真的很少。有时间去那玩一下可以洗涤自己的内心，让自己那在社会中紧绷的心灵得到放松，值得花半天的时间去游玩。,1
87374138,这里很不错，都很不错去了你就知道此行不虚,1
87683001,3月樱花开的时候，人山人海，浪漫的地方,1
87728665,讲真，看到携程上关于木兰草原的美图实在太少，本来还是有些犹豫的，但是真的去了才发现竟然这么美，很适合一家老小前去。一日游，两日游皆可，景区外有吃的住的，景区内可以搭帐篷露营，风很大空气很好，整个景区转下来需要一天时间，适合带一点干粮。,1
87729397,避暑好地方，但票价很有点贵，门锁也要钱,1
87729415,长江大桥有着历史性的象征，但就是太多人在桥上乱写乱画了，完全破坏了原有的形貌,0
87733961,这里安静，大气，舒适，让人感觉到看书才是最美好的事情。,1
87735731,那次去木兰天池，走了差不多3个小时才到最顶层，那水清澈的连鱼都很清楚的看到，风景蛮不错。就是下去时有个坡子很陡，要慢点下去，整体还可以，值得去。,0
87736840,可数罗汉哦，好好玩。香火旺盛，财运亨通,1
87742422,景点毗邻晴川阁跟黄鹤楼走出户部巷在江堤看看呼隆隆的火车坐个十块钱的轮渡去汉口有一番趣味,1
87743282,平时人少，看看，不错感觉还行独具匠心还行,0
87744099,去武大游玩真的很爽，武汉大学风景优美，我游玩的时候逛过很多地方，有很多游客，很有氛围，真心喜欢武大。,1
87759944,节目真心不错，但票价有点小贵。,0
87770025,去武汉怎么能不去看长江大桥，长江大桥，一共分三个部分，一部分船，二层走火车还赶巧遇到了火车，三层是马路走车,1
87783644,里面很大，公共自行车排了一排没人骑都是灰，有校车，可以做到樱花大道开始浏览，都是些老式建筑，老宿舍楼百阶梯真是惊叹，十八栋那里好荒凉，没什么人去，防空洞我也没找到，很多建筑在装修维护。,0
87792188,可以，恐龙厉害了，宝石厉害了，化石厉害了,1
87806761,每年初一初五都会去归元侍拜拜菩萨，祈求平安,0
87810859,在这里你放眼过去，望见的都是绿色，景色怡人,1
87831228,随意逛了古琴台（仅有一处琴台遗址与雕像，以前免费，现在居然收费30元，管理者也太有才了！）、归元寺与黄鹤楼附近的户部巷小吃街等老城区，被迫换掉了早已磨穿底的运动鞋。,0
87845405,武汉理工大学主校区在雄楚大街，但他还有好多分校区，特点没别的就是大！,0
87849159,武汉东湖旁的明珠，国家985大学，人美景美，希望今后能在樱花季去，更希望去深造,1
87850335,这里是个免费、休闲的地方，值得去看下，返璞归真！,1
87855773,虽然赶上维护，有些地方很凌乱，但是，不影响这里所带给自己视觉与心灵的美好感觉，不过，数罗汉后还要交35元解签，有些贵,0
87858531,刚才好像写过这里了，建筑风格很满意，漂亮，江汉博物馆也很好,1
87858739,最满意的是风情街，景色非常漂亮，吃喝逛也井井有条。,1
87863770,武汉的夜景不错，值得拥有，跟大家分享。,1
87880343,这里是很惬意的一个小地方，很舒服，哈哈,1
87882255,全长一千六百多米的武汉江汉路步行街，可以说是武汉最繁华的地方之一，各种时尚靓男靓女。整条街的长度在国内也是属于非常长的一条步行街。要说的是建筑也有自己的特色。,1
87886976,胜天农庄位于武汉市黄陂区，导航好找。景区不大，爬山不累。有攀岩、竹筏、滑索、秋千、玻璃栈道等免费项目。攀岩非常好玩，那个悬崖大概20多米，值得体验一下！还有玻璃滑道、卡丁车、射箭等消费项目，价格都不高。还有专门的烧烤区。还可以采摘蔬菜。很多单位来这里拓展。网上订票实惠些。门口的胜天土菜馆很好吃。,1
87928487,走桥的感觉很棒，挺多人走的，到头了还可以坐公车回去。很棒啊,1
88101940,是本地人好久没去户部巷，这次陪孩子和老人去了一趟，感觉特别不好！首先是停车难，没有地方停，找了半天才停到华联超市停车厂，而且户部巷停车厂没有指示牌告之无停车站，路又窄倒车都难。另外，吃的东西又贵又不好吃。,0
88154119,在昙华林来逛逛有吃的喝的还可以拍拍照，有一家寿司店很好吃，我经常过去那边吃，咖啡的话我不太了解了，我没喝咖啡，嘻嘻，跟朋友一起来的话更加开心,1
88155520,还不错，值得你来看一看，读书的可以有,1
88167160,这是一座专业的杂技厅，各种设施齐全，适合杂技表演和歌舞。观众席坐着很舒服。,0
88699028,出票快，取票很方便，直接去码头提供短信就可以了。没夜游过长江的尝试下感觉很不错。秋天的夜晚风有点凉，坐在第三层甲板上看两岸的风景真的无比舒适。,0
88798944,感觉还不错，没什么亮点，一般般！,0
89062356,武汉长江大桥位于湖北省武汉市武昌蛇山和汉阳龟山之间的长江江面上，是万里长江上的第一座大桥，也是新中国成立后在长江上修建的第一座复线铁路、公路两用桥，被称为“万里长江第一桥”。大桥建成伊始即成为武汉市的标志性建筑。&#x0A;武汉长江大桥是苏联援华156项工程之一，于1955年9月动工，1957年10月15日正式通车，全长约1670米。上层为公路桥（107国道），下层为双线铁路桥（京广铁路），桥身共有8墩9孔，每孔跨度为128米，桥下可通万吨巨轮，8个桥墩除第7墩外，其它都采用“大型管柱钻孔法”，这是由我国首创的新型施工方法，凝聚着我国桥梁工作者的机智和精湛的工艺。,0
89097948,不谈不谈啊！！超级棒的好吗！！电影院超级棒啊！还有炸鸡店！好吃好吃！！！还有动漫大道，超级多漫画书啊喂！！！我不行了！,1
89098405,真心觉得不推荐了，去了里面的蔡林记吃了三鲜豆皮，真的很难吃，还少给我们一块，说一会做好补的，结果等我们要走了，还不见有人给补上来，亏得也不好吃，就算了！其实里面最有名的是一家卖臭豆腐的，拍了长队，我们走过时就这家和隔壁卖炸土豆的2家排着长队，后来有武汉的朋友说这家具好吃，长年排队的，但我想再好吃不就是臭豆腐的味道嘛……,0
89103990,这个艺术中心的环境没得说，欣赏完还可以在后面的咖啡厅小坐，挺好的,1
89110461,4月去的，樱花很多很美，需要提前预约才能进校园，进去拍了很多照，而且环境不错，校园值得一逛，很多门口，问清方向再逛比较好，校园很大,1
89115138,东湖绝对是武汉值得去的景区，风景秀美，景色宜人。,1
89115141,这里很适合带家人去玩，很舒适很惬意,1
89120907,这是规模非常大的湿地，绿道建设的很好的了,1
89124480,这座大楼昔日可是与广州的粤海关、上海的江海关一道，并称是中国三大海关钟楼呢。大楼历经了百年的时间，依旧矗立，别有一番韵味。,1
89133250,车镇不错，小马电影院全武汉最低票价,0
89134053,武汉大学可以说是中国最美的大学，每年三月至四月间樱花盛开时，漫步樱花大道，不经意间樱花雨随风飘落，整个简直美到不可言喻。,1
89141643,国庆长假，人山人海。游客服务中心有专门的换票窗口，效率很高，没有耽误多少时间。景色不错，天气也很给力啊。不过今天的人车实在太多了啊！,0
89147203,下雨更美，尤其是晚上，听说情侣携手走过长江大桥不会分手哦,0
89148579,人山人海，抵挡不住美味的诱惑，景点都相邻，走起来特别方便，坐车有点堵。,1
89158177,管理太差。一是为拿个票排2小时队，到处有人插队翻越，没人管;二是即便是七八十岁老人，也要面见亲自拿，人性关怀在哪?三是整个外围环境乱差脏，垃圾乱扔;四是网上APP下载不了，网上定不了票，互联网+体现在哪?还信息馆展示，是否具有讽刺意味。,0
89162881,猴山呀，湖水呀，宁静的山，值得一去，最好约上一两个伴侣，度过一个完美周末呀，最重要的，电动车自行车都可以进去，想走就走，想停就停，很不错,1
89168201,虽然是十一来的不是武大最美的季节，但是能想象的到樱花开放时有多美,1
89194796,非常值得一游，长江两岸的夜景也不错。缺点就是航运公司超售船票，很多人都没有座位，大家只能站着，年轻人还可以，老人小孩一个小时的行程，就有点不好了。,0
89197524,我是2016年“十一”去的这里，天高云淡，望着一望无际连绵起伏的山丘，觉得心旷神怡。搭个帐篷，吹着自然风，和同伴一起看看景色，聊聊天，孩子们则和老公们去参加草原的各种活动，到也其乐无穷！因“十一”期间人很多，如果公共设施的服务能再好点，就更棒了。,1
89197714,东湖位于武汉东部，武汉大学的北门就对着东湖，景色秀丽，,1
89205766,可能是假期的缘故，甲板上人不是一般的多，只有站着看风景,0
89213239,没有坐游轮，在江边欣赏景色也很不错。七点多开灯吧好像，真的很美！,0
89220459,也许国庆节天气不是很热，江滩人气不旺，也没有什么可玩的，和上海外滩相比差的不是一两个档次，夜景灯光也不好，而且天已经漆黑还没有亮灯，感觉不是很好。,0
89225331,国庆竟然有宰客现象出现，就是刚进巷子的第一家热干面店！！！但是去的人太多，挤不动，吃得种类的确很丰富！热爱美食的朋友可以去看看！,1
89228727,湖北省博物馆绝对不容错过的景点，位于武汉东湖畔，可以做地铁4号线到东亭站下车步行过来就好了。十一期间来博物馆的人非常多，建议尽早前往，湖北博物馆做的比较人性化，十一期间不在换票直接听从指挥进入就可以，上午9时开馆，人流进入的非常迅速，只要大家配合就能快速的度过安检（当然也有流量控制，但是应该会一直放人进的）。湖北省博物馆，上下三层，主要展厅分为历史展厅、梁庄王墓展厅、曾侯乙墓展厅和湖北群英展。历史展厅中有著名的国宝:越王勾践剑，而曾侯乙展厅中则有举世闻名的曾侯乙编钟，这是两件镇馆之宝是所有人的寻找的重点，甚至有的人来了就是为看这个来的。湖北省博物馆软件做的很到位，内有博物馆自己的APP，当然需要注册稍微麻烦。但是另一项就非常好，就是二维码讲解，二维码在部分展品旁边的玻璃上面，用手机一扫就直接就去网页点播放就好了，不用下载任何东西，这非常棒！讲解清晰生动，超赞！纪念品方面推荐纪念币或者是它们的文创，一本纪念图册89一套，里面有那两镇馆之宝的图片和介绍，还有其他珍贵展品配合着成语故事的介绍。感觉这个不错，拿回去时常翻开就能想起自己曾经来过了。,1
89232539,光谷是购物天堂，里面可以说啥都有，可以满足各个消费层的要求,1
89233720,还是比较热闹的一条街，但是环境卫生太差，一条街琳琅满目的吃的，各种各样，也给商家跟环卫工人的工作增加难度，尤其是节假日这样的时候。但是餐饮安全卫生最重要，服务人员手指甲缝都是黑色的污垢，就给客人端饭，而且指甲都塞进碗里了（虽然他不是故意的）但是很影响就餐心情。而且当地出租车司机说那个地方都是地沟油…他们本地人从来不去那儿就餐,0
89241157,小吃多的不要不要的，每个都很好吃，一天吃不完，武汉最有名的小吃一条街，价格超便宜,1
89257937,大人40小孩10元门票，就是去看恐龙化石的，里面有2个马门溪龙1个永川龙1个鸭嘴龙1个剑龙2个鹦鹉嘴龙的化身石，至于其他的，矿石啊珠宝什么的我们2都不喜欢,0
89258541,大人20块，1米下没要钱，良心企业啊。有大象有犀牛有仙鹤有火烈鸟，鸸鹋，美洲红鹮，有狮子老虎，有斑马袋鼠，有企鹅，有大熊猫，吃东西活泼的很！值得去,0
89261447,这里环境优雅，干净卫生，管理规范，快艇服务较好。,1
89263324,里面的蜡像还原度不是很高啊！！,0
89270705,里面风景可以，建议租辆自行车，带点零食慢慢溜达，玩的地方很少，主要看风景，烧烤之类的不提倡，公园内有很多原住居民，而且路上车辆很多，挺反感，老是得避让，千万不要走路，否则你就完了，哈哈,0
89271122,非常好的博物馆，能了解地质造化过程和珍惜石种，值得一去。,1
89273410,如果去过南京路，那就不用去这里，大同小异，而且这里霓虹灯比南京路少很多，街道很脏，这里垃圾遍地。,0
89274691,千万不要去这里，不是真的古迹，修的粗制滥造，半小时就看完了。,0
89285522,一到假期，户部巷简直就是人山人海，真正的户部巷只能看见人头涌涌，一般不建议带婴儿车去，根本不能前进！说到小吃，油炸铁板居多，什么鱿鱼、肉串、蟹虾花甲、臭豆腐、还有西瓜蜜瓜等水果，没什么特色！,0
89285538,全钢结构，色彩鲜艳，非常壮观。住希尔顿江景房间可眺望。,1
89290144,历史街区类似北京南锣五道营值得逛逛,1
89307825,个人感觉这是除了武汉长江大桥之外，最值得去参观并且花时间的地儿了。馆内展品很丰富，也比较接地气，普通人都能欣赏的来，且附有文字说明，还可以请讲解。让我印象最深刻的是3号影像展览室，里面不但罗列着很多令人震撼的艺术作品，而且有两个像高级影院的宣传片放映室，有兴趣的参观者可以通过宣传片了解到更多相关的背景知识。总而言之，展品，服务，设施都可以打满分，大家一定要去。,1
89308369,是在微信上看到武汉科技馆新馆已经可以参观了，一直都在关注。每次去江滩都会路过但是没进去过。今天刚好有时间就来参观。周一周二闭关，9点到4点半，过时间就不能领票了，身份证可以免费领票，不能代领，不能带水进去，可以自己带杯子，有免费饮用水，不过有饮料贩卖机。位置好找。进去就发现有排队，是参观3楼水科技馆。但是人很多就先去别的场馆了。其实直接进去实际是2楼，楼下还有一层是1楼。3楼排队限流，说是3点停止进入，最后去排队进去也没发现有什么特色的。总体感觉适合带孩子去，很多理论都在讲解之后有实际的操作，可以加深理解。还有动物标本，很逼真。很多设施都维护，不开放，还有被玩坏的。说句实话，带孩子来科技馆参观，也不是说放纵了孩子随便玩啊，大吵大闹，呼啦喊叫，动手操作设备也不看看操作说明上去就一顿掰，家长也不说管管，真当游乐场了。让你操作是为了加深对原理的理解，孩子不识字也不说给孩子解释解释，上去就掰。看到别人操作，还抢着来。感觉大部分家长就是带孩子来看热闹，有个地方呆着，拍照片，至于科学，能学到多少真是自己才知道。说实话，我说这都不是个别现象，在场馆里随处可见。请以后家长带孩子去，听听广播里的话“请照顾好孩子的同时看管好您的孩子，并对孩子的行为负责。”政府建设这样的场馆还需要所有市民维护。场馆工作人员还挺多，但是不会限制游客的参观，而且多数设备都是自动讲解，也不需要管理员讲解。对，我就是来吐槽那些没素质的家长和熊孩子的！,0
89310021,这里不愧是全国十大博物馆之一，元青花四爱图、郧县人头盖骨、越王勾践剑、曾侯乙编钟是四大镇馆之宝。馆藏丰富。离东湖风景区步行10分钟。值得一看。,1
89323993,去过这里两次，每次都有不同的回忆，沿途景色很漂亮，景点没有过分污染和商业化，很难得。,1
89325572,这是来武汉的必游景点，长江上的第一座大桥，有着老武汉的很多美好回忆，大桥上围栏的石雕都各不相同，很有意义。,1
89894262,一个小巷子，都是各种小吃，每个摊子感觉都差不多。吃货可以去看看，个人不是很喜欢。离黄鹤楼不远，可以观赏完黄鹤楼走过去吃小吃，再去长江大桥走一走，然后跑武大看樱花，或者东湖逛逛。,0
89901341,大学情怀，值得一去感受高等学府的氛围,1
89906840,有轨电车修好前别来，交通堵死了，,0
89920046,臭豆腐、豆皮还有豆花是我的最爱，武昌鱼也很好吃！这里是吃货的世界，只可以战斗力太弱,0
89925703,东湖风景区很美，坐了船，绕湖游玩了一周，在毛主席曾经到过的地方仔细看了看。东湖宾馆很大，条件很好！非常喜欢大武汉的美东湖！,1
89926295,雄伟壮观的武汉长江大桥，这次来武汉终于见到了，圆了我的梦。才饮长沙水，又食武昌鱼，万里长江横渡！永远的诗，永远的梦！赞武汉！,1
89926476,主体是新建筑，清代殿堂基本毁于战火。汉传佛教主要丛林，可以一游。双面观音铸造精美！,1
89928525,还可以的一个地方，如果没太感兴趣的地方，可以看这里。,1
89928733,这里是挺好的一个地方，推荐给大家啦。,1
89929842,昙华林就是从前的建筑集合体，差不多像厦门的鼓浪屿，带有点文艺范，时间多的人可以去一下，我们是游玩的时间非常有限，所以只能就近原则挑地方玩，去的时间是一大早，所以游人不多,0
89945532,有没有被美到，武汉夜景真的很棒呦,1
89949371,下了飞机就直接过去的，当时用的是携程用车，到那边在湖边餐厅吃的饭。用餐中还下起了雨，当时司机师傅还很贴心，去买了伞，然后在里面还陪同游玩一下，而且还义务当起讲解。东湖景色很美，很值得去游玩。幽、静，舒心。,1
89957751,太大了，建议坐船游，附近的博物馆建议去看下，上次去闭馆了，遗憾！,0
89959626,蜡像很逼真，但是数量不是很多。,0
89969451,这里环境比较好，适合附近小区居民过去散步，是武汉这种闹市中少有较安静点的地方了，免费，有点是像后花园。,1
89970039,这里值得一去，坐坐实实的一架大桥，壮观的很，最好步行，夜景很美,1
89972574,文艺小清新，有点像苏州的平江路。但昙华林又多了一层历史厚重感。,1
89987300,热干面，豆皮，糊汤粉，烧卖……武汉的小吃应有尽有，味道正宗且好吃，最好早上去，吃完再去上桥浏览长江大桥和黄鹤楼，身心愉悦啊,1
89992643,可以去看看又不收费。武汉城市的地标建筑。,0
89994800,小吃一条街~去的时候。刚好赶上维修。所以周围的小吃并不是特别多。第一家，超大锅的那个臭豆腐挺好吃的。11月8日之后，再去吧,0
90001019,樱花季去的，大美武大，花与这里民国风的建筑搭配，赏心悦目。武大很大，这里的山水就够美的了,1
90001176,武汉大学百年学府，校园漂亮。特别是樱花盛开的时候。更美,1
90002784,订的酒店有点偏走了快20分钟到了，如果你是大城市来的和普通那种购物城区是差不多的，东西也没有说特别贵，走走那里看看然后有点汉滩，就是晚上人不是很多游船性价比不是很好,0
90004627,东湖有点冷清，也许本来就是杭州的没多少感觉，只是走了走武汉大学边上的没有去别的景点看看，不过看到评论说樱花开的那时候去东湖最好了,0
90017043,这里很大！人文气息很好！值得去玩一次,1
90026246,景区面积很大，适合休闲游览，值得一去。,1
90044025,你想值得一去的地方，在武汉值得骄傲的地标！,1
90054575,一定听说过一桥飞架南北，天堑变通途，来武汉长江大桥是一定要看的，走在桥上能不时感到车辆走过的振动，看着桥下滚滚长江东逝水，别有一番滋味,0
90057619,东湖磨山景区是武汉最有名的景点之一，这里围绕着东湖，环境非常的好，湖水加山的组合让你游山玩水的舒适，还有楚文化的韵味，偶尔还会有表演，展现楚文化的魅力,1
90059262,可以把车停在龟山北路入口处的小停车场里，步行上山。游人很少，只有少量健身的市民。从小路上山不太好走，建议沿步道上山。山顶上有桃园三结义、孙策和孙权兄弟以及曹操的雕塑。还有红色烈士纪念园，有向警予烈士的汉白玉雕像，非常精美传神，事迹介绍很详细！东边是龟山电视塔，同样是电视塔，想到上海的东方明珠和广州的小蛮腰，唉！从东门下来，可以去晴川阁。两个景点可以玩半天。,0
90060054,木兰天池在黄陂区，是周末休闲度假的好地方,1
90062969,这次去武大因为不是樱花季，所以就抱着参观名校的心情在校园外围大致浏览一翻。武大的校园面积非常大，如果想要参观细部建议在校园内租自行车。校内有汽车可以坐，到一次两元的价格真不算便宜。我们从西门开始游览，走了大约半小时到达工学部农贸市场，里面有很多小吃可以选，在市场里解决了早餐，就漫步到凌波门，从凌波门出学校正好面对的是东湖，湖边有几条栈道，可以在上面走走，沿河边公路步行十几分钟从东门又进入学校，然后向正门方向前进，最后到达正门结束武大漫游。武大校园整体规划上错落有致，既有宽阔的广场，也有幽深的小径，既有古旧的老建筑，也有现代化的新楼房，是个值得品味的地方。,1
90064260,汉口江滩距离船长9号两江夜游的上船点很近，傍晚的时候就顺道过来逛逛。江滩长廊的灯很漂亮，站在滩边能看到对面的夜景和江水，江风徐来，惬意无比。江滩附近有步行街，晚上很热闹，可以去走走。,1
90065126,寺院可游览的规模不算太大，后方的广场和塔还在修缮，鉴于距离其他景点有点绕路，建议时间有富裕的游客加上这个行程。寺院比较有特色的是五百罗汉堂，顾名思义里面有五百个形态各异的罗汉，数罗汉解卡牌是个有趣的活动，可惜解牌的师傅很潦草就说几句，其他的看手相、面相都另外加钱，金色的局面卡牌倒可以请一张留个纪念。,0
90068716,中国最大的城中湖，没有之一，站在湖边基本和看海一个感觉，沿着湖边慢慢的走可以看到各种不同的树木花草，再加上还能租船游湖，开心,1
90073269,十大名校之一，尤其是武汉大学的樱花比较出名，每逢时节，那儿就是花的海洋，人流如织，游人穿梭，不时传来女生爽朗的笑声，让人不由的浮想联翩……。,1
90075959,华师景美,1
